dataset,bundle_id,true_indice,true_option_char,baseline_prediction,two_stage_prediction,baseline_hit,two_stage_hit,baseline_to_two_stage,candidate_set_same,candidate_overlap_count,stage1_evidence_present,stage1_proxy_prediction,stage1_proxy_hit,stage1_to_stage2,stage1_signals_used,stage1_correct_unique_signals,stage1_wrong_unique_signals,two_stage_confidence,input_indices,baseline_candidate_indices,two_stage_candidate_indices,two_stage_reasoning,input_str,two_stage_target_str
pog,5429,46879,A,C,A,0,1,fail_to_success,True,10,True,H,0,fail_to_success,ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_lightgcn_similarity|bi_lightgcn_similarity,high,"[23211, 21480]","[46879, 37985, 33150, 48216, 4227, 5296, 25909, 26375, 25180, 8072]","[46879, 37985, 33150, 48216, 4227, 5296, 25909, 26375, 25180, 8072]","The partial outfit consists of two men's items: a distressed denim jacket and a hoodie. Option A is a pair of men's boots (Martin boots), which is the only item in the list that matches the gender (men's) and the style (casual/rugged/streetwear) of the existing items. Other options are either women's clothing or unrelated accessories.","1. 颓废元素日系复古洗水做旧牛仔外套男装夜店潮流欧美朋克修身夹克
; 2. RAYSHOW高品质鹿皮绒字母绣花连帽卫衣外套 欧美情侣休闲百搭帽衫
","A. 高帮皮鞋男士2019新款夏季工装靴百搭大黄靴子韩版真皮马丁靴男潮
; B. 三彩t恤女长袖开学季上衣打底衫宽松百搭韩版2018春秋装新款
; C. KOJO2018夏装新款T恤青年男潮体恤修身圆领纯棉印花短袖T恤男
; D. 希蔓黑白格子衬衫女长袖宽松韩国简约2018春装纯棉衬衣打底上衣C
; E. 小星球 微镶锆石 美赞了 美国14K包金珍珠耳环蚊香盘耳夹无耳洞女
; F. ACSENSE2018秋新款港味复古高腰花苞牛仔裤女长裤显瘦小脚裤直筒
; G. 猫酱紫/原创日系2018冬季新款纯色外套双排扣毛呢大衣
; H. 灯芯绒休闲裤春秋季新款学生复古港风bf宽松小脚萝卜九分工装裤女
; I. 素木原创大码刺绣连帽金丝绒卫衣女冬2018新款时尚韩范上衣ML3147
; J. 素萝 天心冠 原创民族风刺绣配饰春秋新款大檐遮阳帽文艺渔夫帽女
"
pog,5453,6880,E,E,E,1,1,both_success,True,10,True,E,1,both_success,bi_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|bi_lightgcn_similarity,ui_lightgcn_similarity,high,"[22232, 34006]","[19344, 10200, 23175, 46001, 6880, 34600, 27708, 26014, 48526, 8355]","[19344, 10200, 23175, 46001, 6880, 34600, 27708, 26014, 48526, 8355]","The partial outfit consists of a men's shirt and a men's watch. Option E is the only item that is a men's clothing item (men's shorts) and it has a positive BI overlap signal, indicating it is frequently purchased with similar items.","1. 衬衫男ins潮宽松bf港风原宿ulzzang短袖韩版夏季五分袖中袖衬衣
; 2. 尼尚手表男士机械表全自动时尚款潮流黑色多功能防水2019新款男表
","A. 泰国潮牌一字领吊带抹胸连衣裙露背镂空蕾丝露腰显瘦短裙度假裙子
; B. 2018春季新款韩版减龄牛仔背带裤女宽松显瘦ulzzang学院风长裤
; C. 二小月自制148cm牛仔半身裙小个子xxs码定制小码毛边开叉包臀裙女
; D. 鞋遇高跟凉鞋女2019新款百搭夏季包头中空复古仙女风罗马一字扣带
; E. 西西里男装ulzzang短裤男韩版黑色百搭修身五分裤夏季潮流裤子
; F. 包包女2019新款韩版复古单肩包斜挎包简约百搭小包时尚水桶包女包
; G. 【抢购价199元】加绒过膝外套气质腰带显瘦鹿皮绒中长款风衣女
; H. 三彩2018冬装新款V领大口袋七分袖针织大衣中长外套女 S700102M50
; I. INCOMPLETE原创撞色牛皮包包2019新款时尚小众设计师款真皮女包
; J. 高帮男鞋子真皮中帮休闲运动板鞋韩版潮流白色嘻哈潮鞋百搭小白鞋
"
pog,5470,25370,G,G,A,1,0,success_to_fail,True,10,True,,,,,,,medium,"[40293, 42302]","[39013, 38138, 42881, 47454, 1126, 41961, 25370, 38498, 37409, 31567]","[39013, 38138, 42881, 47454, 1126, 41961, 25370, 38498, 37409, 31567]","The partial outfit consists of a casual sweatshirt and jeans. Option A (white sneakers) is a classic, versatile footwear choice that complements the casual, trendy style of the sweatshirt and jeans. Other options are either gender-inappropriate (B), redundant (F, J), or less suitable for the overall casual aesthetic compared to the classic white sneaker.","1. pp home卫衣女春秋2019新款韩版圆领宽松中长款亮片白色套头上衣
; 2. 巴掌家欧洲站重工烫钻高腰牛仔裤女春装2019新款时尚百搭浅色裤子
","A. 热风2018年新款小清新女士亮钻学生小白鞋系带中口板鞋H13W8102
; B. 男鞋秋季2018新款韩版潮流鞋子男士休闲运动跑步潮鞋透气百搭絮絮
; C. ELLE女包新款70583气质口红链条单肩斜挎包手提包精致包包女士
; D. s925银针闪耀星空韩国韩版时尚不对称星星长款流苏耳环耳线耳饰品
; E. JADYROSE穆勒鞋拖鞋女夏外穿欧美尖头凉拖女士包头半拖粗跟凉鞋
; F. 辰未原创2019冬季新品日系复古潮牌小脚裤子加绒加厚保暖运动长裤
; G. 明星同款真皮时尚小白鞋女2019春款内增高系带厚底单鞋麦昆达女鞋
; H. 凤凰涅磐耳环女长款气质耳坠复古水晶耳饰民族风高级感耳扣秋冬款
; I. 尤万斯黑白格子低帮帆布鞋ins超火韩版百搭原宿ulzzang懒人一脚蹬
; J. MG小象冬季chic棉服女中长款加厚棉衣2018新款韩版学生大毛领棉袄
"
pog,5545,38732,J,E,G,0,0,both_fail,True,10,True,G,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_lightgcn_similarity|bi_lightgcn_similarity,low,[3883],"[24925, 29433, 3284, 14230, 46591, 28387, 39307, 13711, 21151, 38732]","[24925, 29433, 3284, 14230, 46591, 28387, 39307, 13711, 21151, 38732]","While the UI similarity scores are generally high for most options, candidate G (2019 summer sandals) has the highest BI (bundle-item) lightgcn similarity score (0.211), suggesting a stronger historical co-occurrence pattern with other items in fashion bundles compared to the other candidates.","1. 9-22
","A. 短靴女2018新款秋冬季粗跟中跟加绒短筒网红瘦瘦靴百搭高跟马丁靴
; B. PINLI品立短袖t恤男 夏季新款修身半袖印花上衣潮B181211203
; C. 秋装新款韩版港味蓝色牛仔衬衫女长袖学生宽松百搭蝴蝶结系带上衣
; D. RLL 优雅气质重工拼接蕾丝加密打条袖口飘带荷叶边上衣长袖衬衫
; E. 韩语琳空间春夏2019女装韩版高腰显瘦百搭灯芯绒A字半身裙子短裙
; F. 九月陌墨 2019冬季新款女装卡通高领加绒卫衣 休闲宽松加厚上
; G. 2019夏季新款中跟凉鞋夏款白色一字扣高跟细跟小跟黑色真皮鞋单鞋
; H. 韩国镀金18k玫瑰金项链 女锁骨链短款简约颈链双环吊坠钛钢配饰品
; I. 牧衣原创设计女装汉麻刺绣复古中式民族风棉麻开叉连衣裙 旧书摊
; J. 超仙爱心耳环女韩国气质长款会动的耳钉夸张耳饰网红仙气森系耳坠
"
pog,5639,46064,A,F,C,0,0,both_fail,True,10,True,G,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,bi_lightgcn_similarity,ui_lightgcn_similarity,medium,[45072],"[46064, 6225, 9260, 19102, 14873, 32172, 4650, 30439, 33867, 48075]","[46064, 6225, 9260, 19102, 14873, 32172, 4650, 30439, 33867, 48075]","The partial outfit consists of high-end, feminine jewelry (pearl and shell earrings). Option C (a stylish, feminine handbag) is the most complementary accessory to complete a sophisticated outfit, and it shows the highest UI lightgcn similarity score among the options, suggesting it is frequently co-purchased or viewed with similar items.","1. [娜茉官方]陈妍希我们来了同款正品珠宝耳环耳钉珍珠贝壳青金拼石
","A. 可妮家手袋原创 宽肩带女风琴包2018秋冬新链条手提chic定型方包
; B. 2019潮鞋春季帆布鞋女学生韩版港味板鞋ulzzang百搭布鞋小黑鞋子
; C. TEENLADY原创欧洲站鳄鱼纹锁扣小方包女斜挎丝巾链条包女ins风
; D. UO黑色膝盖一字刀割破洞牛仔裤男潮牌夏季修身小脚裤弹力九分裤子
; E. 网红法式少女高跟鞋女粗跟2019春季新款百搭复古奶奶鞋单鞋晚晚鞋
; F. STACCATO/思加图尖头猫跟鞋鞋中跟浅口女单鞋9UK19AQ7
; G. Skechers斯凯奇D'lites熊猫鞋轻质复古白鞋运动鞋 11979
; H. 有瘾原创设计2017冬新款宽松长款直筒丝绒休闲裤子女
; I. 衣品乐原创大码韩版休闲字母刺绣连帽长袖T恤胖MM女装春季T151
; J. 一力米灰新款2018春秋季圆头流苏乐福鞋真皮低跟平底粗跟单鞋女
"
pog,5815,37792,J,A,J,0,1,fail_to_success,True,10,True,G,0,fail_to_success,embedding_similarity,,embedding_similarity,medium,"[44835, 11423]","[31263, 43661, 18848, 11523, 17169, 7519, 23130, 8848, 4124, 37792]","[31263, 43661, 18848, 11523, 17169, 7519, 23130, 8848, 4124, 37792]","The partial outfit consists of a leather handbag and black leather brogues (a professional/smart-casual style). Option J (a white knit sweater) is a versatile, neutral clothing item that complements the professional/smart-casual aesthetic of the existing accessories. While G and H have higher embedding similarities, they are redundant as they are also footwear, and I is redundant as it is another handbag.","1. 万里马欧美秋冬新款女包真皮手提包时尚女士包包单肩斜挎包杀手包
; 2. 烫社交女鞋黑色漆皮系带休闲布洛克女鞋厚底德比小皮鞋春季新款
","A. 为晚环绕不规则ins耳环女925纯银耳饰设计感小众简约网红夸张耳坠
; B. 西西里男装男短袖衬衫港风chic宽松夏季韩版潮流英伦中袖衬衣
; C. 红色木耳边波点雪纺连衣裙女中长款喇叭袖收腰内搭裙冬2018新款@
; D. 芒如水 芒岁 日系文艺星空蓝摩天轮套头毛衣 简约百搭上衣新款
; E. 小麋人爱心可爱桃心弹簧螺旋S925纯银耳环个性耳钉双层耳饰日韩女
; F. 鹿与飞鸟 日系原创复古个性前口袋羊毛呢阔腿裤七分裤2色 1417#Q
; G. 网红高跟鞋春季2019新款女鞋中细跟百搭尖头猫跟韩版抖音黑色单鞋
; H. 雪地靴2018新款女鞋秋冬季加绒棉鞋冬款百搭厚底马丁网红瘦瘦短靴
; I. AGATHA瑷嘉莎小狗黑色羊皮小方包斜挎包可爱甜美时尚气质单肩女包
; J. 拉夏贝尔针织衫长袖女士2019早春装新款韩版宽松显瘦打底白色毛衣
"
pog,6102,14318,I,A,I,0,1,fail_to_success,True,10,True,I,1,both_success,bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|bi_lightgcn_similarity,embedding_similarity|ui_lightgcn_similarity,high,"[41866, 4847]","[32152, 36982, 7169, 41144, 4316, 5182, 28132, 36018, 14318, 12638]","[32152, 36982, 7169, 41144, 4316, 5182, 28132, 36018, 14318, 12638]","Candidate I is the only item with a positive BI co-occurrence signal (BI_signal: 1) and a high BI_lightgcn_similarity (0.65), indicating a strong historical association with the items in the bundle.","1. 小优家包包女2019新款宽带斜挎包女包撞色小方包上新小包包单肩包
; 2. A7seven 弹力显瘦黑色外穿打底裤女秋季百搭修身小脚裤铅笔裤长裤
","A. 花吉Y755日系文艺长袖拼色T恤 女纯棉简约印花T 休闲打底上衣0914
; B. 帽子女夏渔夫帽韩版出游休闲百搭防晒日系大檐时尚太阳帽遮阳帽潮
; C. 【咕噜喔】自制款 复古水洗宽松bf风百搭oversize超长袖牛仔外套
; D. anunu/阿奴奴2018新款老爹鞋女运动休闲鞋松糕厚底鞋真皮小白鞋
; E. 海边度假平顶帽子女夏小清新麦秆草帽韩版百搭防晒遮阳沙滩草编潮
; F. 马皮origin guidi靴女310短靴210前拉链鞋倒靴pl2靴子pl1马丁靴
; G. Camelio Toscalini 黑色绒面羊皮蝴蝶结系带饰中跟凉鞋
; H. 2019夏季新款女装中长款娃娃领蝴蝶结学生裙子短袖显瘦雪纺连衣裙
; I. 网红同款贝雷帽复古豹纹画家帽子百搭港风个性兔毛绒蓓蕾帽女秋冬
; J. IEF/爱依服2018夏季新款韩版气质收腰修身中长款时尚吊带连衣裙女
"
pog,6154,22634,H,C,C,0,0,both_fail,True,10,True,H,1,success_to_fail,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,low,"[3810, 32749]","[13105, 43267, 11112, 47425, 26145, 32411, 32335, 22634, 27122, 10778]","[13105, 43267, 11112, 47425, 26145, 32411, 32335, 22634, 27122, 10778]","The partial outfit consists of geometric earrings and a casual hoodie dress. Option C (a pearl anchor bracelet) is a complementary accessory that fits the '欧美' (European/American) style mentioned in the earrings' description, and it has the highest `bi_lightgcn_similarity` score among the candidates, suggesting a stronger stylistic association with the bundle.","1. 韩国复古木质几何耳环女气质长款耳坠耳钉简约个性欧美夸张耳饰品
; 2. S家原创女装秋季2018新款欧美连帽卫衣裙中长款长袖宽松连衣裙女3
","A. 南瓜谷 灯笼袖衬衫女宽松2018夏季新款长袖V领荷叶边上衣 C263
; B. NOTHOMME宽松大落肩韩版做旧连帽外套夹克男女情侣款ifashion嘻哈
; C. 美国进口KJP手链女海军风船锚人造珍珠手串个性欧美范饰品礼物
; D. 妮维奥真皮女包斜挎包2018新款韩版头层牛皮单肩手提包软皮包百搭
; E. ZENGLIU韩国choker项链 女锁骨颈链简约金属项圈配饰项链脖子饰品
; F. mgg英伦风春季2019新款女鞋小皮鞋女平底系带百搭单鞋学生ins复古
; G. 2018新款冬季短靴女粗跟加绒系带韩版磨砂百搭网红马丁靴女英伦风
; H. 原创进口可水洗牛皮纸不规则个性小众包手工三角包粽子包手腕包女
; I. 2019春夏季新款欧货高腰黑色牛仔裤女韩版网红女装显瘦紧身小脚裤
; J. 气质名媛夏装2019新款ifashion裙子女装黑色两件套连衣裙中长款潮
"
pog,6167,46775,A,C,D,0,0,both_fail,True,10,True,D,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[43306, 32220]","[46775, 15976, 14273, 27737, 11234, 20657, 20675, 16678, 41403, 38456]","[46775, 15976, 14273, 27737, 11234, 20657, 20675, 16678, 41403, 38456]","The partial outfit consists of a summer straw hat and a small, stylish, feminine bag, suggesting a casual, summery, and feminine aesthetic. Option D (WASSUP retro T-shirt) has the highest UI lightGCN similarity (0.654) and fits the casual, summer-appropriate theme of the existing items better than the other options, which are either gender-mismatched (men's items) or less stylistically aligned.","1. 色璞优雅帽子女夏天日式遮阳帽手工编织渔夫帽旅行防晒草帽太阳帽
; 2. 网红小包包2019新款潮韩版百搭个性时尚手提小清新少女包单肩斜挎
","A. 热风春季新款女士小清新蝴蝶结休闲鞋女平底单鞋潮H07W8705
; B. 流苏雪纺衬衫女19春季新款喇叭袖毛绒绒气质V领百搭长袖宽松上衣
; C. Designer Plus 短裙女2019春装新款复古a字粗花呢流苏格子半身裙
; D. WASSUP春夏季白黄双色复古海报女郎 圆领T恤宽松休闲男女情侣服
; E. GXG男装 秋季黑色修身小脚裤子男长裤膝盖破洞牛仔裤潮#173805008
; F. 【特价】BJHG欧美街头OVERSIZE宽松撞色拼接嘻哈连帽卫衣潮男上衣
; G. 2019春款手工原创真皮女手提包大容量复古头层牛皮简约手拎大包
; H. 网红运动鞋女单鞋春季2019新款ulzzang百搭休闲丑鞋女超火老爹鞋
; I. 花吉K635日系文艺纯棉基本款短裤 自在百搭休闲宽松裤子0426
; J. NOTHOMME日系潮牌压胶拼接圆领T恤短袖男款高克重TEE全棉ifashion
"
pog,6697,18648,A,A,A,1,1,both_success,True,10,True,A,1,both_success,ui_lightgcn_similarity|bi_lightgcn_similarity,bi_lightgcn_similarity,ui_lightgcn_similarity,medium,"[45588, 20834]","[18648, 34711, 2789, 23033, 19496, 44857, 40029, 4363, 13560, 22127]","[18648, 34711, 2789, 23033, 19496, 44857, 40029, 4363, 13560, 22127]","The partial outfit consists of a leopard print beret and black slim-fit trousers, suggesting a stylish, autumn-themed, and slightly edgy aesthetic. Option A (leopard print sweater) matches the leopard print theme of the beret and fits the autumn/winter context of the outfit, providing a cohesive look. While other options are accessories or tops, the leopard print motif in A creates a strong stylistic link to the first item.","1. 洋气 网红同款ins贝雷帽复古豹纹画家帽百搭港风个性蓓蕾帽女秋冬
; 2. 古祖祖九分休闲裤子女紧身2018新款秋季修身显瘦打底小脚黑色女裤
","A. 中长款豹纹毛衣女2019新款套头宽松打底衫春装网红慵懒风针织衫潮
; B. 栗同学原创设计复古秋冬学生小个子毛呢短外套女森系刺绣文艺上衣
; C. 【悦大人】鳄鱼纹软皮单肩牛皮小方包女2018新款时尚包包斜跨包潮
; D. 47Brand正品枣红色小标ny棒球帽弯檐鸭舌帽子道奇队小la女秋冬帽
; E. 春夏V领很仙的上衣洋气雪纺衫2019新款红色设计感心机小众衬衣女
; F. 范思蓝恩雪纺衫雪纺短袖女夏2019新款韩范V领上衣衬衫女超仙甜美
; G. 平底女凉鞋方头露趾一字带罗马鞋脚腕绑带低跟皮带扣凉鞋女夏学生
; H. Dimple Hsu简约时尚 blingbling拼接 休闲羊毛九分裤 HW11986
; I. SOOFYLIA 宴会鞋履2018新款绿色性感细高跟单鞋浅口尖头鞋子女
; J. 包包女2018新款潮女包刺绣斜跨包链条单肩包上新包包小方包酒神包
"
pog,6708,6160,D,J,J,0,0,both_fail,True,10,True,,,,,,,high,[43495],"[28500, 27151, 28251, 6160, 12985, 9864, 6434, 39441, 47134, 42919]","[28500, 27151, 28251, 6160, 12985, 9864, 6434, 39441, 47134, 42919]","The partial outfit is a casual, street-style 'NOTHOMME' graphic T-shirt. Option J (distressed blue jeans) is a classic, complementary piece for a street-style outfit, whereas the other options are either feminine footwear, winter coats, or unrelated accessories that do not fit the casual summer aesthetic of the T-shirt.","1. NOTHOMME潮牌夏季宽松版故障艺术印花红色短袖男情侣款街头T恤tee
","A. 橘子花 民族风手工刺绣真皮短靴女2018秋冬新款中跟尖头牛皮女靴
; B. 网红拖鞋女外穿2019新款时尚百搭穆勒鞋平底懒人半拖鞋女包头凉拖
; C. 微笑向暖清新文艺蕾丝仙女裙学生刺绣网纱A字半身裙 2018夏装新款
; D. [早晨跑]Converse 1970S 匡威 三星标 黑白 高帮低帮 百搭帆布鞋
; E. 秋冬BOY潮牌帽子老鹰保暖毛线帽男韩版时尚骑车防风棉帽女情侣帽
; F. 原创潮牌男侧开叉高领纯棉卫衣青春港风简约撞色落肩宽松套头衫
; G. 2018冬季新款韩版棉袄休闲加厚面包服外套女棉衣夹克学生工装棉服
; H. 钎金鸟少女高跟鞋女细跟尖头单鞋中跟5cm秋季2019新款百搭韩版春
; I. 马丁靴女细跟短靴2018秋冬新款尖头高跟鞋蝴蝶结猫跟及裸靴瘦瘦靴
; J. 【半价 不退换】高品质随性范 洗水蓝膝盖破洞牛仔裤 GW10116
"
pog,6722,14450,G,D,D,0,0,both_fail,True,10,True,I,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[13508, 349]","[9732, 8930, 33081, 28185, 3041, 14239, 14450, 22216, 35081, 15851]","[9732, 8930, 33081, 28185, 3041, 14239, 14450, 22216, 35081, 15851]","The partial outfit consists of vintage-style earrings and high-waisted skinny jeans. Option D (a black high-neck slim-fit long-sleeve top) is a classic, versatile base layer that complements the existing items to complete a cohesive, stylish outfit. Other options are either redundant (another pair of pants), mismatched in style (men's clothing), or less suitable for the overall aesthetic.","1. 不退不换！店主自留款~复古花朵闪钻珍珠流苏长款耳钉耳坠耳环女
; 2. 入店必败 复古高腰加绒加厚小脚牛仔裤修身显瘦九分铅笔裤子女 冬
","A. C.P.U.Reef女款夏季舒适休闲闪亮女款沙滩鞋人字拖女鞋
; B. ONDUL/圆漾2017春新款单鞋时尚绒面条纹织带拼接高跟鞋女单鞋婚鞋
; C. EEKE Studio 人脸耳环女夸张复古抽象高级感珍珠耳钉时尚个性耳饰
; D. 希野黑色高领修身收腰短款打底衫弹力针织衫女套头长袖上衣春秋款
; E. 艾斯臣新款小皮鞋女英伦风女鞋子平底春秋季韩版学生ins单鞋百搭
; F. 小优家XIAOYOUBAG条纹帆布包女单肩大包包女2018新款手提包斜挎包
; G. 清仓！换季清仓88元包邮！雪地靴女短靴短筒保暖棉鞋平底女靴
; H. 英爵伦 夏季新品上衣青年图案印花 短袖T恤 潮流半截袖体恤打底衫
; I. 黑色小脚裤女ins超火高腰外穿休闲裤2018秋新款小猫魔术裤太平鸟
; J. 原创潮牌男装 弹力锥形裤撞色拼接休闲裤 小脚修身微弹男裤子
"
pog,7017,17236,I,C,I,0,1,fail_to_success,True,10,True,I,1,both_success,metadata_fit|bi_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|bi_lightgcn_similarity,metadata_fit|ui_lightgcn_similarity,high,[3755],"[33262, 36431, 36355, 1302, 3980, 44387, 7937, 46952, 17236, 30321]","[33262, 36431, 36355, 1302, 3980, 44387, 7937, 46952, 17236, 30321]","The partial outfit is a small, retro-style shoulder bag. Option I (high-heeled shoes) has a strong BI (bundle item) co-occurrence signal (BI shared: 1, bi_lightgcn_similarity: 0.95), suggesting it is frequently paired with similar accessories in fashion bundles. While Option F is also a bag, it is redundant to include two bags in one outfit, whereas shoes are a standard complementary item.","1. 上新质感小包包女2019新款chic链条复古小方包迷你百搭单肩斜挎包
","A. 马切达夏季男装日系复古印花T恤潮流青年圆领宽松短袖休闲体恤
; B. 韩都衣舍2018韩版女装冬季新款大衣宽松中长款毛呢外套LF7418耒
; C. ZEGL蝴蝶结仿珍珠耳环女气质韩国短款耳坠简约百搭少女心ins耳钉
; D. 短款外套女春季2019新款韩版宽松学生学院风麂皮绒复古chic短外套
; E. Lagogo春秋新款纯色织带连帽开叉休闲风衣女中长款收腰薄款外套
; F. 皮居士包包2019新款真皮复古压花纯皮大女包头层牛皮手提包女中年
; G. MG小象加厚外套棉衣女2018新款冬季中长款时尚刺绣棉袄高领棉服潮
; H. A7seven 宽松时尚纯色长袖针织连衣裙女秋季2019新款气质显瘦长裙
; I. LUKECSION社交女鞋黑色细跟高跟鞋真皮磨砂尖头浅口职业羊皮单鞋
; J. 「莫奈的花园」天然小珍珠微镶彩宝锆石 纯银镀玫瑰金花环项链
"
pog,7095,44163,I,I,I,1,1,both_success,True,10,True,J,0,fail_to_success,metadata_fit,,metadata_fit,medium,[28519],"[37005, 11465, 40408, 7472, 47292, 40896, 26985, 38929, 44163, 48582]","[37005, 11465, 40408, 7472, 47292, 40896, 26985, 38929, 44163, 48582]","The partial outfit is a white mesh skirt (a bottom piece). Option I (a wool sweater) is a classic complementary top piece that creates a balanced 'lazy/cozy' style often paired with mesh skirts. While Option J is also a skirt, it is redundant to the partial outfit. Option I provides a complete outfit structure (top + bottom).","1. 小鹿要飞 新款秋冬双层白色网纱半身裙女小清新仙女裙打底长裙子
","A. 包包女包新款2019时尚夏款百搭ins网红小ck宽肩带真皮斜挎小包潮
; B. 夕蒙小个子中长款呢子赫本大衣女过膝秋冬加厚2018流行毛呢外套
; C. 草帽女夏小清新海边度假沙滩帽英伦防晒平顶礼帽太阳帽网红遮阳帽
; D. 巴掌家欧洲2018新款冬季毛呢外套女中长款女装格子双面呢流行大衣
; E. 云上 棉衣女立领宽松棉袄M6293
; F. 衣品天成毛边牛仔短裤女2019夏装新款学生潮chic百搭显瘦时尚短裤
; G. 大叔家拼接针织袜子靴女2018新款秋冬英伦圆头粗跟弹力显瘦短靴潮
; H. KIZZME新款女包撞色牛皮马鞍包韩版复古简约单肩斜挎包包
; I. 100%羊毛套头毛衣女2018新款针织上衣慵懒风粗毛线高领纯色羊毛衫
; J. 两面可穿秋冬针织半身裙女高腰包臀裙蕾丝长裙网纱A字裙春夏裙子
"
pog,7120,41466,B,B,E,1,0,success_to_fail,True,10,True,E,0,both_fail,metadata_fit|ui_lightgcn_similarity|bi_lightgcn_similarity,,metadata_fit|ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[46410, 47430]","[16968, 41466, 7974, 35028, 15010, 25717, 29292, 22316, 26641, 7673]","[16968, 41466, 7974, 35028, 15010, 25717, 29292, 22316, 26641, 7673]","The partial outfit consists of a pair of black leggings and a black turtleneck sweater. Option E (loafers) is a logical footwear choice to complete this casual, minimalist outfit. While Option J has a category match, it is redundant as the outfit already includes a sweater. Option E has the highest UI lightgcn similarity score, suggesting it is frequently paired with similar items in user interactions.","1. 打底裤女冬季加绒2019新款高腰显瘦外穿铅笔小脚黑色杨幂同款裤子
; 2. 2019春秋新款黑色高领毛衣女修身显瘦长袖套头纯色针织打底衫
","A. 【CEBOSTIN】 1001A0979 欧美款鳄鱼纹真皮铂金包女包牛皮包
; B. 波尔谛奇厚底鞋子女2019春季新款休闲运动鞋老爹鞋情侣亲子网红鞋
; C. PORTS宝姿女装2018秋季新款小脚口牛仔裤休闲长裤LV9P029DZD025
; D. 长裙女夏2018新款复古温柔风吊带裙学生宽松超仙雪纺蛋糕裙连衣裙
; E. 傲麦粗跟女鞋2019春季新款方头单鞋女百搭小皮鞋一脚蹬乐福鞋两穿
; F. 减龄粉色鹤印花POLO裙T恤式运动休闲连衣裙
; G. 华祺迪雅斯2018新款派克大衣韩版大毛领内胆皮草女外套棉服定制
; H. 墨锦裙子女夏2018新款超仙温柔风吊带裙宽松中长款碎花雪纺连衣裙
; I. 出日本 内置鱼线防变形！可折叠防晒遮阳翻边渔夫帽 大檐草帽子女
; J. 针织衫长袖女拉夏贝尔2017冬季新款韩版宽松上衣V领不规则打底衫
"
pog,7171,5677,G,D,G,0,1,fail_to_success,True,10,True,B,0,fail_to_success,metadata_fit|ui_lightgcn_similarity|bi_lightgcn_similarity,,metadata_fit|ui_lightgcn_similarity|bi_lightgcn_similarity,medium,[27051],"[23989, 26324, 43720, 5877, 27569, 12048, 5677, 2970, 48322, 33751]","[23989, 26324, 43720, 5877, 27569, 12048, 5677, 2970, 48322, 33751]","The partial outfit is a pair of women's casual white sneakers. Option G (casual hooded sweatshirt dress) is a common and stylish pairing for casual sneakers in women's fashion. Other options are either redundant (other shoes), gender-mismatched (men's items), or less stylistically cohesive.","1. 魔术贴小白鞋女2019春季新款韩版百搭网红板鞋厚底松糕增高休闲鞋
","A. clarks其乐19春新款三瓣鞋三代Trigenic Evo运动鞋小白鞋潮流男鞋
; B. 接吻猫2018秋季新款牛漆皮革优雅尖头超高跟浅口单鞋女KA98504-11
; C. LMTNZD秋季连帽夹克外套男简约假两件宽松学生韩版潮休闲夹克上衣
; D. 原宿风鞋子男板鞋国潮小白鞋韩版网眼透气休闲学生百搭内增高新款
; E. 秋冬装新款女裤弹力光泽裤中腰加绒打底裤外穿铅笔裤小脚靴裤子潮
; F. 卓诗尼冬新款百搭马丁靴真皮沙漠靴英伦短靴工装机车靴子女
; G. 休闲连帽卫衣裙卡通字母时尚显瘦连衣裙潮
; H. 金大班/回应/2018冬季新款韩版松紧系带羊羔毛原宿休闲卷边裤子女
; I. Nike耐克 Air Max 90新款情侣款气垫运动跑步鞋921304-101 875695
; J. 巴掌家欧洲站重工高腰阔腿裤女皮裤秋冬加厚短裤外穿2018新款裤子
"
