dataset,bundle_id,true_indice,true_option_char,baseline_prediction,two_stage_prediction,baseline_hit,two_stage_hit,baseline_to_two_stage,candidate_set_same,candidate_overlap_count,stage1_evidence_present,stage1_proxy_prediction,stage1_proxy_hit,stage1_to_stage2,stage1_signals_used,stage1_correct_unique_signals,stage1_wrong_unique_signals,two_stage_confidence,input_indices,baseline_candidate_indices,two_stage_candidate_indices,two_stage_reasoning,input_str,two_stage_target_str
pog,7017,17236,I,C,I,0,1,fail_to_success,False,7,True,I,1,both_success,metadata_fit|bi_signal|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|bi_lightgcn_similarity,metadata_fit|ui_lightgcn_similarity,high,[3755],"[33262, 36431, 36355, 1302, 3980, 44387, 7937, 46952, 17236, 30321]","[33262, 36431, 36354, 1302, 3980, 44386, 7937, 46952, 17236, 30320]","The partial outfit is a women's handbag. Option I (LUKECSION women's high heels) has a positive BI co-occurrence signal (bi_signal: 1) and a high bi_lightgcn_similarity score (0.9527), indicating a strong historical association with the handbag in fashion bundles, whereas other options lack significant co-occurrence or category relevance.","1. 上新质感小包包女2019新款chic链条复古小方包迷你百搭单肩斜挎包
","A. 马切达夏季男装日系复古印花T恤潮流青年圆领宽松短袖休闲体恤
; B. 韩都衣舍2018韩版女装冬季新款大衣宽松中长款毛呢外套LF7418耒
; C. Dangerouspeople 薛之谦DSP假两件牛仔拼接保暖羽绒服夹克外套
; D. 短款外套女春季2019新款韩版宽松学生学院风麂皮绒复古chic短外套
; E. Lagogo春秋新款纯色织带连帽开叉休闲风衣女中长款收腰薄款外套
; F. 春夏小方包女2019新款仙女小挎包百搭韩版斜挎包chic迷你简约单肩
; G. MG小象加厚外套棉衣女2018新款冬季中长款时尚刺绣棉袄高领棉服潮
; H. A7seven 宽松时尚纯色长袖针织连衣裙女秋季2019新款气质显瘦长裙
; I. LUKECSION社交女鞋黑色细跟高跟鞋真皮磨砂尖头浅口职业羊皮单鞋
; J. LUKECSION社交女鞋时尚银色高跟鞋细跟牛皮侧空尖头单鞋水钻婚鞋
"
pog,7095,44163,I,I,A,1,0,success_to_fail,False,8,True,J,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_lightgcn_similarity|bi_lightgcn_similarity,medium,[28519],"[37005, 11465, 40408, 7472, 47292, 40896, 26985, 38929, 44163, 48582]","[37005, 11465, 40408, 7473, 47292, 40896, 26986, 38929, 44163, 48582]","The partial outfit is a white mesh skirt, which is a feminine, casual item. Option A (a stylish, versatile small crossbody bag) has the highest UI LightGCN similarity (0.9146), suggesting it is frequently paired with similar items by users, making it a strong candidate for completing the outfit.","1. 小鹿要飞 新款秋冬双层白色网纱半身裙女小清新仙女裙打底长裙子
","A. 包包女包新款2019时尚夏款百搭ins网红小ck宽肩带真皮斜挎小包潮
; B. 夕蒙小个子中长款呢子赫本大衣女过膝秋冬加厚2018流行毛呢外套
; C. 草帽女夏小清新海边度假沙滩帽英伦防晒平顶礼帽太阳帽网红遮阳帽
; D. AK男装新款世界杯CCCP苏联连立领拉链卫衣上衣男女复古运动外套
; E. 云上 棉衣女立领宽松棉袄M6293
; F. 衣品天成毛边牛仔短裤女2019夏装新款学生潮chic百搭显瘦时尚短裤
; G. NFWYS 19SS春夏原创国潮美系街头嘻哈腰果花防水教练夹克男女情侣
; H. KIZZME新款女包撞色牛皮马鞍包韩版复古简约单肩斜挎包包
; I. 100%羊毛套头毛衣女2018新款针织上衣慵懒风粗毛线高领纯色羊毛衫
; J. 两面可穿秋冬针织半身裙女高腰包臀裙蕾丝长裙网纱A字裙春夏裙子
"
pog,7120,41466,B,B,E,1,0,success_to_fail,False,5,True,E,0,both_fail,metadata_fit|ui_lightgcn_similarity|bi_lightgcn_similarity,,metadata_fit|ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[46410, 47430]","[16968, 41466, 7974, 35028, 15010, 25717, 29292, 22316, 26641, 7673]","[16967, 41466, 7974, 35028, 15010, 25716, 29291, 22315, 26641, 7674]","The partial outfit consists of a pair of leggings and a turtleneck sweater, which is a classic, minimalist base layer. Option E (loafers) provides a stylish, practical footwear choice that complements the slim silhouette of the leggings and the clean aesthetic of the sweater. While Option G has a category match, it is redundant as the outfit already includes a sweater. Option E shows the highest UI lightgcn similarity score among the candidates, suggesting it is a better fit for user preferences in this context.","1. 打底裤女冬季加绒2019新款高腰显瘦外穿铅笔小脚黑色杨幂同款裤子
; 2. 2019春秋新款黑色高领毛衣女修身显瘦长袖套头纯色针织打底衫
","A. 人本春季韩版厚底内增高帆布鞋女 黑色学生低帮鞋 休闲百搭小黑鞋
; B. 波尔谛奇厚底鞋子女2019春季新款休闲运动鞋老爹鞋情侣亲子网红鞋
; C. PORTS宝姿女装2018秋季新款小脚口牛仔裤休闲长裤LV9P029DZD025
; D. 长裙女夏2018新款复古温柔风吊带裙学生宽松超仙雪纺蛋糕裙连衣裙
; E. 傲麦粗跟女鞋2019春季新款方头单鞋女百搭小皮鞋一脚蹬乐福鞋两穿
; F. 相对纶/不经意|米色萝卜九分裤锥形西装裤春女优雅西裤 品牌面料
; G. 欧茄林娃娃领针织衫修身长袖2018春装新款套头薄款毛衣女打底衫Q
; H. 花栗鼠小姐 2019初秋新款宽松萝卜裤复古港味米色牛仔裤女九分裤
; I. 出日本 内置鱼线防变形！可折叠防晒遮阳翻边渔夫帽 大檐草帽子女
; J. 时尚印花连衣裙女长袖2018年秋冬新款韩版气质修身显瘦雪纺长裙女
"
pog,7171,5677,G,D,J,0,0,both_fail,False,7,True,A,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_lightgcn_similarity|bi_lightgcn_similarity,medium,[27051],"[23989, 26324, 43720, 5877, 27569, 12048, 5677, 2970, 48322, 33751]","[23989, 26325, 43721, 5877, 27569, 12048, 5677, 2970, 48322, 33752]","The partial outfit is a pair of women's casual white sneakers. In fashion bundle completion, it is standard to pair footwear with clothing items (tops or bottoms) to create a complete outfit. Option J (a stylish blouse) is a complementary clothing item that fits the casual/feminine aesthetic of the sneakers. While several options have high UI similarity scores, J has the highest UI similarity (0.9919) and represents a logical category pairing (shoes + top) compared to other options like additional shoes or specific pants.","1. 魔术贴小白鞋女2019春季新款韩版百搭网红板鞋厚底松糕增高休闲鞋
","A. clarks其乐19春新款三瓣鞋三代Trigenic Evo运动鞋小白鞋潮流男鞋
; B. 李维斯男鞋子春夏学生帆布鞋男低帮布鞋女潮鞋休闲情侣板鞋一脚蹬
; C. 限时7.5折 秋装女2019新款百搭宽松显瘦休闲裤显气质高腰阔腿裤
; D. 原宿风鞋子男板鞋国潮小白鞋韩版网眼透气休闲学生百搭内增高新款
; E. 秋冬装新款女裤弹力光泽裤中腰加绒打底裤外穿铅笔裤小脚靴裤子潮
; F. 卓诗尼冬新款百搭马丁靴真皮沙漠靴英伦短靴工装机车靴子女
; G. 休闲连帽卫衣裙卡通字母时尚显瘦连衣裙潮
; H. 金大班/回应/2018冬季新款韩版松紧系带羊羔毛原宿休闲卷边裤子女
; I. Nike耐克 Air Max 90新款情侣款气垫运动跑步鞋921304-101 875695
; J. 枪枪家很仙的心机上衣洋气雪纺衬衫春季蝴蝶结重工刺绣打底蕾丝衫
"
pog,7226,36389,I,I,A,1,0,success_to_fail,False,8,True,B,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_lightgcn_similarity|bi_lightgcn_similarity,medium,[28969],"[25915, 1514, 40157, 35408, 20903, 19226, 18129, 13199, 36389, 40006]","[25915, 1514, 40158, 35408, 20903, 19226, 18129, 13199, 36389, 40007]","The partial outfit is a pair of women's mule sandals. Option A (women's wide-leg trousers) is a complementary clothing item that fits the style of the shoes. Other options are either redundant (other shoes: B, E, H), gender-mismatched (men's clothing: C, F), or have lower UI similarity scores.","1. 半拖鞋女夏外穿时尚水钻懒人凉拖百搭粗跟包头真皮韩版中跟穆勒鞋
","A. 曾小咸 毛呢阔腿裤女秋冬九分裤2017新款韩版高腰宽松直筒休闲裤
; B. 高蒂女鞋春季新款内增高原宿风小白鞋运动鞋厚底刺绣休闲鞋子女
; C. BJHG 欧美街头纯色宽松简约趣味小印花长袖圆领T恤潮男情侣打底衫
; D. HFresh 单肩包包 女包 新款2019女士包包 真皮链条斜挎包水桶包女
; E. 2019春季新款内增高男鞋6cm韩版潮鞋百搭8cm黑色运动休闲增高鞋子
; F. 伯爵卓尔男衬衣青年2018春季新款简约立领条纹七分袖套头男士衬衫
; G. HATSUP轻奢派草帽女夏天沙滩帽海边出游度假遮阳帽韩版大檐防晒帽
; H. 波尔谛奇2018秋季新款真皮平底单鞋休闲ins基础小白鞋女百搭41107
; I. 小镇姗姗法国复古裙山本过膝露背雪纺连衣裙仙女裙超仙甜美夏新款
; J. 老人头小ck包包女2019新款韩版女士时尚菱格链条单肩斜挎包小香风
"
pog,7247,3257,J,C,E,0,0,both_fail,True,10,True,F,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,ui_lightgcn_similarity,bi_lightgcn_similarity,high,[25348],"[30452, 40546, 6598, 11836, 34175, 10427, 11805, 40294, 33457, 3257]","[30452, 40546, 6598, 11836, 34175, 10427, 11805, 40294, 33457, 3257]","The partial outfit consists of a pair of earrings. Option E is also a pair of earrings, which is the most logical category match for completing an accessory set. Additionally, Option E has the highest UI lightgcn similarity score (0.929) among the candidates, suggesting a strong co-occurrence pattern in user interactions.","1. 韩国新款百搭气质耳环ins网红圆片拼接纯银女耳钉无耳洞耳夹R414
","A. SXF圣希梵2018夏季 男士新款刺绣短袖T恤 修身个性暗纹半截袖男潮
; B. 红谷真皮女包鳄鱼纹大气牛皮单肩手提包中年斜挎包小包包妈妈包BE
; C. 张大奕新款手工双面呢中长款100羊毛呢大衣尼外套女（1）
; D. 2017春夏新款半坡真皮女包时尚潮流单肩斜挎小包盒子包手提包女
; E. 耳环女长款气质百搭网红2019新款潮韩国个性大气防过敏高级感耳钉
; F. 晃日光小棕不对称高腰修身焦糖色系苏格兰格子短裙半身裙裙裤女
; G. 七姑娘 2018夏季新款一字领连衣裙系带简约气质短袖荷叶边修身
; H. 森女部落秋季休闲裤女2018新款女裤学生韩版宽松百搭裤子工装裤潮
; I. Alice W花花家金丝绒阔腿裤女冬长裤直筒裤子秋2018新款宽松百搭
; J. 一力米灰2019春秋季新款系带厚底智熏网红休闲ins潮运动老爹鞋女
"
pog,7247,30571,J,C,E,0,0,both_fail,True,10,True,F,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,ui_lightgcn_similarity,bi_lightgcn_similarity,high,[25348],"[30452, 40546, 6598, 11836, 34175, 10427, 11805, 40294, 33457, 30571]","[30452, 40546, 6598, 11836, 34175, 10427, 11805, 40294, 33457, 30571]","The partial outfit is a pair of earrings. Option E is also a pair of earrings, making it the most stylistically consistent choice to complete the accessory set. Additionally, Option E has a significantly higher UI lightgcn similarity score (0.929) compared to the other options, suggesting it is frequently co-purchased or viewed with similar items.","1. 韩国新款百搭气质耳环ins网红圆片拼接纯银女耳钉无耳洞耳夹R414
","A. SXF圣希梵2018夏季 男士新款刺绣短袖T恤 修身个性暗纹半截袖男潮
; B. 红谷真皮女包鳄鱼纹大气牛皮单肩手提包中年斜挎包小包包妈妈包BE
; C. 张大奕新款手工双面呢中长款100羊毛呢大衣尼外套女（1）
; D. 2017春夏新款半坡真皮女包时尚潮流单肩斜挎小包盒子包手提包女
; E. 耳环女长款气质百搭网红2019新款潮韩国个性大气防过敏高级感耳钉
; F. 晃日光小棕不对称高腰修身焦糖色系苏格兰格子短裙半身裙裙裤女
; G. 七姑娘 2018夏季新款一字领连衣裙系带简约气质短袖荷叶边修身
; H. 森女部落秋季休闲裤女2018新款女裤学生韩版宽松百搭裤子工装裤潮
; I. Alice W花花家金丝绒阔腿裤女冬长裤直筒裤子秋2018新款宽松百搭
; J. FFAN泛泛 本期B入款 烟管裤女春秋2019新款黑色裤子九分直筒西裤
"
pog,7282,20851,G,E,G,0,1,fail_to_success,False,8,True,G,1,both_success,metadata_fit|bi_signal|embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,bi_signal|bi_lightgcn_similarity,embedding_similarity|ui_lightgcn_similarity,high,"[42033, 23451]","[7315, 42828, 18048, 44619, 10711, 15869, 20851, 40462, 6869, 6062]","[7315, 42827, 18049, 44619, 10711, 15869, 20851, 40462, 6869, 6062]","Candidate G has the highest BI co-occurrence (4) and strong similarity scores (bi_lightgcn_similarity: 0.96, ui_lightgcn_similarity: 0.94), indicating it is frequently bundled with similar items, whereas other options have zero co-occurrence signals.","1. 夏天高级感包包女百搭小ck限定洋气网红法国小众菱格链条包斜挎包
; 2. 2018新款帆布鞋女鞋学生韩版百搭2019春季爆款运动高帮鞋女春板鞋
","A. 波尔谛奇2019春新款磨砂皮平厚底休闲运动鞋女韩版板鞋百搭41135
; B. 毛呢哈伦裤女2019秋冬新款韩版九分裤宽松休闲裤小脚直筒裤裤子
; C. 南夕姐姐 黑色v领吊带裙女春装2019新款中长款网纱连衣裙子小黑裙
; D. VH女包个性质感单肩包时尚百搭链条包高级简约潮流女士牛皮斜挎包
; E. 【149元新品】梵希蔓衬衫连衣裙春秋显瘦新款韩版高腰显瘦A字裙子
; F. ninewest玖熙冬季短靴女切尔西靴平跟女靴马丁靴
; G. 嘻哈复古水手帽海军帽水兵帽瓜皮帽地主帽无檐棒球帽子潮MIKI HAT
; H. 可然出品 南国/垂坠感色织亚麻连衣裙棉麻长款裙子女夏宽松大摆裙
; I. 雪纺长袖衬衫2019新款女装秋装韩范个性百搭立领宽松上衣CS1675
; J. 夏季高级感包包女2019新款小ck女包网红质感迷你链条斜挎小包春款
"
pog,7429,20313,D,A,D,0,1,fail_to_success,False,7,True,,,,,,,medium,"[25627, 29701]","[47898, 39312, 43889, 20313, 25353, 1095, 7255, 41383, 12941, 23086]","[47898, 39311, 43889, 20313, 25354, 1095, 7255, 41383, 12941, 23087]","The partial outfit consists of a pair of elegant pointed-toe flat sandals and a stylish, slim-fit jumpsuit. These items suggest a sophisticated, feminine, and 'lady-like' aesthetic. Option D (geometric earrings) is a complementary accessory that fits this style well. Other options like sneakers (E, G), hoodies (C), or heavy coats (H) do not match the summer/elegant theme of the existing items.","1. STACCATO/思加图春季绑带女鞋平底尖头女凉鞋9E501AK7
; 2. 淑女名媛心机裤子女夏2019新款高腰连体裤连衣裤显瘦长裤连体衣潮
","A. 红谷牛皮手提包女包时尚手拎包百搭杀手包大包包大气简约单肩包E
; B. 【海港】双M草帽子礼帽平顶短檐缎带绸丝带英伦巴拿马遮阳帽短发
; C. 美汇舍欧美2018秋冬新款字母印花彩色条纹半高领宽松长袖卫衣女F
; D. 气质款 韩国几何菱形耳坠黑色长款钛钢耳环显脸瘦的耳饰品女大气
; E. 欧洲站2019夏季新款女鞋系带帆布百搭高帮鞋休闲大码情侣潮鞋欧货
; F. 包包女2018新款韩版百搭粉色斜跨手提简约可爱蕾丝单肩手腕小包包
; G. 春季女鞋子2019新款韩版潮学生平底单鞋内增高街拍百搭基础小白鞋
; H. 下架风衣2018新款韩版季百宽松收腰麂皮绒款中女休闲直筒设计
; I. 一加二2019春装新品日系直筒女裤宽松休闲显瘦长裤男友风牛仔裤女
; J. 钱夫人CHINSTUDIO 秋装女长袖针织连衣裙中长款开叉连帽毛衣裙子
"
pog,7635,26357,I,B,H,0,0,both_fail,False,7,True,D,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_lightgcn_similarity|bi_lightgcn_similarity,medium,[5091],"[48601, 13867, 9363, 38468, 28313, 617, 10005, 23750, 26357, 20060]","[48601, 13866, 9363, 38468, 28312, 617, 10004, 23750, 26357, 20060]","The partial outfit is a dress (lace-collared, casual, loose). Option H (a mid-length wool coat) is a highly complementary outer layer for a dress in a fall/winter context. It also has the highest UI LightGCN similarity score (0.9926) among the candidates, suggesting strong co-occurrence patterns in user interaction data.","1. 九月陌墨 2019秋季新款女装蕾丝拼接翻领连衣裙 韩版休闲宽松裙子
","A. justq冬季新款韩国仿羊剪绒外套厚实拼接百搭短款皮毛一体上衣
; B. 【尾货清仓 限量1件】迪桑娜真皮女包时尚蛇纹手提包牛皮单肩包
; C. GENANX闪电潮牌卫衣情侣秋季新款宽松套头韩版潮流青少年卫衣
; D. 大英子Love 2019新款时尚潮流气质百搭黑色侧边铆钉打底短裤
; E. MISS FLY方领纯色针织衫秋装女2018新款韩版修身套头长袖打底上衣
; F. 素缕秋装2018新款女长袖打底衫针织衫修身内搭毛衣薄RS8107芠
; G. YJXJ|Jackjones杰克琼斯时尚破洞修身牛仔裤S|217232518
; H. 韩都衣舍2018冬季新款短绒呢大衣中长款牛角扣毛呢外套女LF7794耒
; I. JEANQIUEE 帽子女夏天遮阳帽韩版百搭防晒帽渔夫帽出游沙滩帽盆帽
; J. HFG自制 高腰红格子短裙chic风复古a字裙半身裙春季新款包臀裙女
"
pog,7711,21834,E,I,I,0,0,both_fail,False,5,True,D,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_lightgcn_similarity|bi_lightgcn_similarity,medium,"[2956, 39942]","[40060, 3037, 12790, 37840, 21834, 44092, 20655, 42674, 14188, 15602]","[40060, 3037, 12789, 37841, 21834, 44093, 20654, 42674, 14188, 15601]","The partial outfit consists of 'teddy' fur shoes and a 'furry' shoulder bag, which are trendy, casual, and feminine winter accessories. Option I (white jeans) is a highly versatile, stylish, and common pairing for such casual, trendy outfits. It also has the highest UI lightgcn similarity score (0.9933) among the candidates, suggesting strong user-item co-occurrence patterns in the dataset.","1. 断码清仓 欧洲站韩版泰迪毛毛鞋女 羊羔毛学生百搭网红糖果色
; 2. 秋冬上新可爱毛绒小包包女2019新款潮韩版时尚百搭单肩斜挎毛毛包
","A. 胯宽大腿粗的女生裤子松紧腰老爹裤磨毛加绒牛仔裤宽松九分哈伦裤
; B. 日着原创设计女裤子秋冬新款2018 黑色休闲萝卜裤女小脚裤长裤
; C. 开叉毛边牛仔裤女2018秋装新款高腰显瘦百搭小心机九分休闲裤
; D. Lilbetter男士哈伦裤 秋季休闲卫裤韩版潮牌吊裆裤纯色束脚九分裤
; E. 牛角扣外套女羊羔毛毛绒2018冬季chic中长新款加厚麂皮毛一体大衣
; F. 韩版时尚皮带扣高跟鞋2018秋新款绒面高跟鞋浅口尖头女鞋细跟单鞋
; G. Swarovski/施华洛世奇玫瑰金色手镯女浪漫双心手链礼物5194838
; H. 迪赛尼斯春秋季女装羊毛针织衫修身破洞时尚圆领上衣女毛衣需
; I. 左边2018年新款毛边翻边牛仔裤白色百搭显瘦九分直筒裤长裤
; J. 男道冬季新款连帽棉衣修身韩版面包服潮流学生加厚外套男情侣棉袄
"
pog,7780,4897,D,D,D,1,1,both_success,False,9,True,G,0,fail_to_success,metadata_fit,,metadata_fit,high,"[16384, 41893]","[7745, 21198, 3418, 4897, 9559, 41146, 46810, 33554, 41835, 34645]","[7745, 21199, 3418, 4897, 9559, 41146, 46810, 33554, 41835, 34645]","The partial outfit consists of a 'street-style' utility jacket and casual leopard-print sneakers. Option D (utility cargo pants) matches the 'street-style' and 'utility' aesthetic of the jacket perfectly, creating a cohesive outfit. Other options like skirts or formal heels do not align with the casual, street-style theme established by the jacket and sneakers.","1. @绿光 工装外套女春秋宽松连帽夹克反光字母帅气街头欧美风上衣潮
; 2. 真皮休闲平底单鞋秋冬四季旅游鞋款豹纹系带板鞋低跟休闲运动潮鞋
","A. BJHG春季哈伦休闲裤欧美街头宽松显瘦复古国潮男多口袋束脚工装裤
; B. 满钻蝴蝶不对称耳环韩国气质女时尚百搭潮人耳饰品耳坠长款耳钉
; C. 奶茶格子半身裙女秋冬季a字冬裙高腰鱼尾裙外穿呢子短裙毛呢裙子
; D. @绿光 工装裤女欧美风复古拼色束脚运动休闲裤子女学生潮流长裤子
; E. Joseph &amp; Stacey Organizer系列女士手拿包
; F. 夏天小包包女2018新款潮韩版百搭斜挎包ins超火链条包少女小挎包
; G. 小清新法式少女高跟鞋女细跟尖头脚踝绑带一字扣2019新款中空单鞋
; H. chic高腰豹纹半身裙女2018新款韩版秋季复古百搭中长款显瘦百褶裙
; I. MG小象高腰紧身牛仔裤女秋冬2018新款个性不规则学生chic风裤子潮
; J. BANANA BABY秋冬新款日系学院风V领宽松毛衫中长款针织开衫外套女
"
pog,7910,21952,E,D,F,0,0,both_fail,False,8,True,D,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,,ui_lightgcn_similarity|bi_lightgcn_similarity,medium,[15557],"[35802, 10086, 9013, 3790, 21952, 38482, 4443, 16907, 42267, 42553]","[35802, 10086, 9014, 3790, 21952, 38482, 4443, 16908, 42267, 42553]","The partial outfit is a women's shoulder bag. Option F (MG小象时尚格纹毛衣) is a women's clothing item that complements a fashion outfit, and it has the highest positive UI lightGCN similarity score (0.978), suggesting a strong co-occurrence pattern in user interaction data compared to the other options.","1. 黑眼袋袋包包女士2019夏季新款单肩女包百搭ins斜挎包时尚小包潮
","A. 白糖玫瑰/18 日系工装翻领棉服男宽松保暖韩版青少年个性冬季外套
; B. GENANX闪电潮牌情侣款羽绒女bf两色韩版宽松毛领连帽羽绒服男外套
; C. 韩版学生百搭真皮系带小白鞋女运动休闲鞋白鞋平底板鞋白色女单鞋
; D. 百丽凉鞋商场同款蝴蝶结平底休闲沙滩女凉鞋01668BL8
; E. 花花公子女鞋超火的鞋子女韩版原宿风百搭老爹鞋休闲运动鞋女网红
; F. MG小象时尚格纹毛衣女宽松长袖冬季新款韩版学生小清新甜美上衣潮
; G. 春秋复古高帮马丁靴男加绒靴子工装靴真皮磨砂中邦高帮靴女情侣款
; H. 真皮休闲鞋2019新款韩版拼色系带低帮厚底小白鞋学生平底板鞋女鞋
; I. MG小象双排扣休闲毛呢外套女冬季2018新款学生小个子复古呢大衣潮
; J. 美特斯邦威T恤男潮牌白色短袖纯色v领打底衫棉夏季新款修身上衣服
"
pog,7980,33852,I,I,I,1,1,both_success,False,8,True,I,1,both_success,embedding_similarity|ui_lightgcn_similarity|bi_lightgcn_similarity,ui_lightgcn_similarity,embedding_similarity|bi_lightgcn_similarity,medium,[15061],"[24944, 19499, 15793, 23807, 46193, 11030, 31304, 20530, 33852, 9474]","[24944, 19499, 15793, 23806, 46193, 11030, 31304, 20529, 33852, 9474]","The partial outfit is a denim jacket. Option I (a skirt) is a common and stylish pairing for a denim jacket in a fashion outfit bundle. Furthermore, option I has a significantly higher UI lightgcn similarity score (0.968) compared to all other options, which are negative, suggesting a stronger historical co-occurrence in user bundles.","1. 巴掌家重工镶钻牛仔外套女装宽松百搭长袖流行上衣春季2019新款潮
","A. 名媛淑女2018秋装新款女黑色裙子显瘦背带裙中长款连衣裙两件套潮
; B. 【sheii苏茵茵】会着迷~夏季新款真皮方头粗跟高跟一字带凉鞋女鞋
; C. roberta诺贝达休闲女鞋珍珠平底牛皮小白鞋舒适单鞋女RL78003
; D. AMH男装春装卫衣连帽学生情侣宽松长袖帽衫休闲NV6376琳
; E. 2019夏款网面韩版百搭皮面小白鞋女学生文艺清新透气鞋子春款女鞋
; F. 2018秋冬新款黑色羊毛呢大檐帽复古赫本女士网纱花朵礼帽遮阳帽子
; G. 长款耳坠女韩国气质个性简约百搭耳钉耳饰不对称星星纯银网红耳环
; H. Ace慵懒风毛针织衫女套头2018新款复古港味风中长款宽松上衣外套
; I. 梅子熟了文艺高腰波点网纱半身裙复古chic超仙少女裙2019春装新款
; J. 帽子女夏季韩版百搭鸭舌帽出游防晒遮阳帽女手工点钻高版棒球帽女
"
pog,8102,27210,B,B,E,1,0,success_to_fail,False,5,True,G,0,both_fail,embedding_similarity,,embedding_similarity,medium,[42027],"[12412, 27210, 27359, 7803, 6844, 37149, 10572, 35662, 36232, 26838]","[12412, 27210, 27360, 7803, 6844, 37150, 10572, 35663, 36233, 26839]","The partial outfit is a pair of Chelsea boots (footwear). Option E (jeans) is a highly complementary clothing item for boots, and it has the highest embedding similarity score (0.6418) among the relevant clothing options (excluding G, which is another pair of boots and thus redundant).","1. MASOOMAKE百搭中跟弹力套筒切尔西靴女马丁靴 2018新款秋冬短靴女
","A. 温柔风超重工白色蕾丝百褶半身裙女2019新款春夏季高腰a字鱼尾裙
; B. 上品行牛仔裤女冬装2018新款网红同款加绒保暖裤子高腰百搭休闲裤
; C. 日韩版气质小耳环 女长款耳坠流苏耳饰品韩国个性甜美耳钉小耳圈
; D. 2019新款小圆领针织棉弹力衬衫女长袖打底衫休闲上衣春秋日系衬衣
; E. 小谷粒破洞牛仔裤女2017春秋新款韩版学生显瘦高腰chic百搭休闲裤
; F. omont蛋挞家复古学院风宽松翻领字母图案印花短袖polo衫女t恤夏季
; G. 波尔谛奇真皮短靴女2018秋冬新款磨砂高跟裸靴侧拉链马丁靴61136
; H. 周大力二棉鞋女学生韩版百搭2018新款加绒板鞋秋冬女鞋冬季小白鞋
; I. KissKitty新款凉鞋女夏平底女鞋星星绑带毛球沙滩凉拖女外穿
; J. 乌77 两穿款仙爆了 松紧高腰显瘦半身裙中长款甜美波点纱裙仙女裙
"
pog,8309,28648,C,I,D,0,0,both_fail,False,9,True,G,0,both_fail,ui_lightgcn_similarity|bi_lightgcn_similarity,bi_lightgcn_similarity,ui_lightgcn_similarity,medium,[1050],"[34093, 481, 28648, 26379, 6177, 21300, 10465, 26086, 43582, 47875]","[34092, 481, 28648, 26379, 6177, 21300, 10465, 26086, 43582, 47875]","The partial outfit consists of women's fashion earrings. Option D (a casual baseball cap) has the highest 'ui_lightgcn_similarity' (0.9679), suggesting a strong co-occurrence pattern in user interaction data with similar fashion accessories, making it a plausible stylistic complement for a casual, trendy outfit.","1. 欧美时尚夸张夏季耳环女潮个性设计感耳饰百搭高级感菠萝网红耳坠
","A. PU皮质新款黑色明星百搭休闲早春秋八角帽子女春夏韩版潮人画家帽
; B. Lilbetter男士哈伦裤 纯棉修身休闲裤弹力运动卫裤条纹九分裤男LB
; C. 真美诗新款时尚细跟高跟仙女百搭一字带女凉鞋ZI275BL8
; D. 邪恶先生休闲日本复古软顶棒球帽男女简约字母鸭舌帽春夏遮阳帽潮
; E. AMH韩版男装秋装2017潮流休闲圆领修身套头毛衣男士GR5207琳
; F. 马切达男装日系复古潮流宽松运动裤低档跨裤休闲裤黑色街头束脚裤
; G. 郭郭定制gg house 郭郭定制   2018衬衫
; H. Holy Rape X ShuShuTong 绑带厚底鞋 strap platform
; I. SUPERSCAPE素泊 短袖印花T恤女bf风纯色人物百搭薄上衣
; J. 九月陌墨 2019春秋新款女装外套风衣女中长款 韩版休闲宽松上衣
"
